user_id,is_anomalous_gt,if_score,lof_score,trans_score,ensemble_score,calibrated_score,alert_tier,if_flagged,lof_flagged,trans_flagged,ensemble_flagged,shap_top1_feature,shap_top1_value,shap_top2_feature,shap_top2_value,shap_top3_feature,shap_top3_value,trans_top1_feature,trans_top1_err,trans_top2_feature,trans_top2_err,trans_top3_feature,trans_top3_err,llm_risk_summary,collusion_risk_score,login_risk_score,financial_risk_score,trading_risk_score,network_risk_score,composite_risk_score
U0075,0,0.014824,0.0,0.006624,0.211354,0.010269,LOW,0,1,0,0,portal_hour_entropy,-0.1541,rolling_data_coverage_days,0.0485,unique_instruments,0.046,daily_session_count,0.799504,daily_login_count,0.604437,daily_unique_ips,0.593466,,0.56,0.1385347607436486,0.1371921450167306,0.1879162959667835,0.0274240204258618,0.1217351920466517
U0076,0,0.133816,0.0,0.006624,0.252637,0.100014,LOW,0,0,0,0,mean_session_duration,-0.2448,support_ticket_count,-0.1874,instrument_gini,-0.0715,daily_session_count,0.443346,daily_trade_count,0.277908,daily_login_count,0.253595,,0.79,0.0355169398439528,0.0949410755783883,0.2088113446093561,0.0313346218167313,0.1037239412201566
U0077,0,0.126008,0.0,0.006624,0.249771,0.093721,LOW,0,0,0,0,duration_pop_zscore,-0.2167,deposit_to_withdrawal_min_h,-0.1532,news_window_trade_ratio,-0.1443,daily_login_count,2.371593,daily_session_count,1.126972,daily_trade_count,0.300106,,0.5900000000000001,0.1399985609858463,0.1757442706250562,0.2191272023905215,0.0240222007332708,0.1389517340071143
U0078,1,0.197654,0.0,0.020886,0.276558,0.152895,LOW,0,1,1,0,mean_inter_login_hours,-0.2852,concept_drift_volume_ratio,-0.222,device_rotation_rate,-0.1852,daily_deposit_amt,0.719701,daily_session_count,0.625395,daily_unique_ips,0.57835,,0.73,0.1531587480561594,0.218734547500545,0.2480947237374506,0.02986164382365,0.1610626077189003
U0079,0,0.253819,0.0,0.006624,0.29934,0.203847,LOW,1,1,0,0,deposit_withdrawal_ratio,-0.6956,has_dep_with_cycle,-0.282,multi_ip_day_count,-0.2731,daily_deposit_amt,2.639713,daily_login_count,1.132418,daily_trade_count,0.714984,,0.76,0.2108762337933123,0.3269865608424098,0.2053571647792082,0.034270881781795,0.1793648017782939
U0080,0,0.48122,0.0,0.006624,0.399697,0.434996,MEDIUM,1,0,0,1,trade_hour_entropy,-0.3948,instrument_gini,-0.3702,direction_imbalance,-0.335,daily_session_count,0.490561,daily_unique_ips,0.363703,daily_volume,0.078462,,0.37,0.2079477136029321,0.1025624427468027,0.2375716796234669,0.0090409880148987,0.138064023251162
U0081,0,0.263311,0.0,0.006624,0.303239,0.212625,LOW,1,0,0,0,rolling_30d_volume_zscore,-0.1951,moving_avg_volume_30d,-0.1519,password_change_count,-0.1337,daily_withdrawal_amt,4.639663,daily_pnl,4.411579,daily_deposit_amt,3.994685,,0.76,0.170111443988436,0.1682030436673141,0.2199690933446925,0.0515483205589198,0.1511460370415588
U0082,1,0.384872,0.0,0.006624,0.355551,0.331993,LOW,1,1,0,1,fingerprint_entropy,-0.3855,fingerprint_mismatch_count,-0.3691,trade_dow_gini,-0.3149,daily_session_count,0.656912,daily_unique_ips,0.264708,daily_login_count,0.121657,,0.15,0.1377330545716117,0.343679560122072,0.1047892681503468,0.003415602841603,0.1272669374282495
U0083,1,0.149115,0.0,0.006624,0.258315,0.112508,LOW,0,0,0,0,deposit_amount_cv,-0.1722,financial_risk_score,-0.125,bot_speed_ratio,-0.1108,daily_withdrawal_amt,6.613708,daily_login_count,0.930107,daily_session_count,0.599902,,0.76,0.1012168968083363,0.476728100592778,0.1666285049479059,0.0288910804859238,0.1752381849792924
U0084,1,0.363189,0.0,0.006624,0.345917,0.309788,LOW,1,1,0,1,small_deposit_ratio,-0.6815,max_users_per_shared_ip,-0.5296,ip_hub_score,-0.4479,daily_login_count,1.19127,daily_session_count,0.497893,daily_unique_ips,0.373521,,0.73,0.0973820814445907,0.3488263174288613,0.1924985366203968,0.9512425204952042,0.4320657753136747
U0085,0,0.070075,0.0,0.006624,0.229883,0.05031,LOW,0,0,0,0,portal_hour_entropy,-0.1782,news_window_trade_ratio,-0.1578,offhours_login_ratio,-0.0685,daily_session_count,0.78645,daily_login_count,0.43674,daily_unique_ips,0.398885,,0.55,0.1743773140946882,0.1322665622896543,0.2108653207065087,0.0202272487984866,0.1324937877084624
U0086,0,0.103193,0.0,0.006624,0.241522,0.075662,LOW,0,0,0,0,rolling_7d_deposit_zscore,-0.177,brute_force_max_burst,-0.1382,withdrawal_count,-0.064,daily_deposit_amt,0.859006,daily_session_count,0.669412,daily_withdrawal_amt,0.653436,,0.5800000000000001,0.0214191350719532,0.1068338252952698,0.1430420371388593,0.0385515497238369,0.0838270578407508
U0087,0,0.351729,0.0,0.006624,0.340875,0.298207,LOW,1,1,0,1,total_deposits,-0.6242,graph_betweenness,-0.4061,deposit_amount_std,-0.3787,daily_withdrawal_amt,83.526803,daily_deposit_amt,25.500339,daily_login_count,2.023399,,0.8200000000000001,0.029902529578611,0.1887646618939722,0.1485591914907491,0.04552061405295,0.1052851017582357
U0088,0,0.61136,0.710231,0.001524,0.390456,0.413266,MEDIUM,1,1,0,1,small_deposit_ratio,-0.553,delta_volume,-0.4313,small_deposit_count,-0.3594,daily_session_count,0.333597,daily_unique_ips,0.226301,daily_failed_login_count,0.155521,,0.17,0.0804619690667412,0.3440111756685164,0.2075121668460841,0.0012112783452967,0.1510088770492057
U0089,0,0.249092,0.245891,0.006624,0.276646,0.153089,LOW,0,1,0,0,trade_hour_entropy,-0.2057,unique_instruments,-0.2013,ratio_short_long,-0.1872,daily_login_count,1.844398,daily_unique_ips,0.535791,daily_deposit_amt,0.158901,,0.42,0.1048324759298833,0.0486699922913578,0.231849284310169,0.0154734761549292,0.1096244279103077
U0090,0,0.319551,0.033925,0.006624,0.323838,0.259276,LOW,1,1,0,0,login_to_trade_mean_min,-0.4011,ratio_short_long,-0.2969,min_session_duration,-0.1826,daily_session_count,0.917987,daily_unique_ips,0.214219,daily_login_count,0.171786,,0.48,0.0670639445699029,0.1701271816458341,0.1081812537451744,0.0170641035934071,0.0861492314688841
U0091,0,0.101923,0.0,0.006624,0.241069,0.074671,LOW,0,0,0,0,login_count,-0.14,bot_speed_pageview_count,-0.0997,std_inter_login_hours,-0.0868,daily_login_count,1.252621,daily_pnl,0.852779,daily_session_count,0.820044,,0.54,0.0307385525270553,0.2293796989166219,0.1502886622893509,0.0288077790484259,0.1090129134781013
U0092,0,0.066845,0.0,0.006624,0.228769,0.047892,LOW,0,0,0,0,multi_ip_day_count,-0.261,login_count,-0.0734,trade_hour_entropy,0.0537,daily_session_count,1.955227,daily_login_count,1.890486,daily_unique_ips,0.363457,,0.79,0.2027093065138276,0.1491807095673233,0.1866826297208638,0.0403871720742069,0.1386459360581347
U0093,0,0.134351,0.0,0.006624,0.252834,0.100447,LOW,0,0,0,0,kyc_before_withdrawal_flag,-0.4438,min_session_duration,-0.1639,deposit_to_withdrawal_min_h,-0.0641,daily_deposit_amt,1.784425,daily_login_count,1.090371,daily_session_count,1.002117,,0.73,0.0811606156976117,0.1757962870018724,0.1769362671837889,0.0382417189191417,0.1189219525901944
U0094,0,0.470572,0.0,0.006624,0.394723,0.423287,MEDIUM,1,1,0,1,small_deposit_ratio,-0.6578,small_deposit_count,-0.3291,has_dep_with_cycle,-0.2823,daily_login_count,0.812024,daily_session_count,0.665231,daily_unique_ips,0.354212,,0.17,0.1309413028159043,0.3308479429111701,0.1719945674835072,0.0012112783452967,0.1453279474839063
U0095,1,0.551316,0.0,0.651297,0.415658,0.472735,MEDIUM,1,1,1,1,login_failed_count,-0.6208,unique_ip_count,-0.4222,multi_ip_day_count,-0.4165,daily_failed_login_count,60.612579,daily_unique_ips,34.242783,daily_login_count,2.086,,0.5,0.9453019768760972,0.2283585027117262,0.1845468142612834,0.0152878016941822,0.2746797856117547
U0096,0,0.040754,0.0,0.006624,0.219911,0.028712,LOW,0,0,0,0,rolling_7d_deposit_zscore,-0.2275,offhours_login_ratio,-0.0693,graph_component_size,-0.057,daily_session_count,0.816245,daily_trade_count,0.552772,daily_unique_ips,0.235014,,0.76,0.0825333198996468,0.1821675790704576,0.1910832104309971,0.0363400361263609,0.1245627746552259
U0097,0,0.454826,0.0,0.006624,0.387406,0.406114,MEDIUM,1,1,0,1,news_window_trade_ratio,-0.5674,std_inter_login_hours,-0.3998,deposit_withdrawal_ratio,-0.3636,daily_deposit_amt,2.021838,daily_login_count,0.552482,daily_unique_ips,0.216953,,0.5800000000000001,0.0486172304630837,0.0820266570943093,0.168312277527862,0.0200397142040567,0.0865994055388214
U0098,1,0.148427,0.0,0.010199,0.257983,0.111776,LOW,0,1,0,0,geo_impossible_login_count,-0.3442,concept_drift_volume_ratio,-0.3155,instrument_gini,-0.1277,daily_login_count,1.025768,daily_session_count,0.307889,daily_unique_ips,0.295081,,0.54,0.1502233939771217,0.1552474383508532,0.2559747695499473,0.0200138730840211,0.147797733498803
U0099,0,0.188954,0.0,0.006624,0.273485,0.146066,LOW,0,0,0,0,kyc_before_withdrawal_flag,-0.3836,mean_session_duration,-0.217,deposit_amount_std,-0.1743,daily_withdrawal_amt,2.616178,daily_deposit_amt,1.261329,daily_session_count,0.817005,,0.76,0.1479248396797907,0.2279272681014425,0.1896563755265713,0.0366504092780458,0.1444890821888236
U0100,0,0.065105,0.0,0.006624,0.22817,0.046593,LOW,0,0,0,0,has_dep_with_cycle,-0.3383,deposit_to_withdrawal_mean_h,-0.0751,unique_instruments,0.049,daily_login_count,1.183666,daily_session_count,0.975676,daily_trade_count,0.574316,,0.54,0.0447408426061016,0.1953408034300854,0.2069826031958412,0.0282387616036703,0.123495512083278
U0101,0,0.086486,0.0,0.006624,0.235601,0.062745,LOW,0,1,0,0,news_window_trade_ratio,-0.2294,deposit_count,-0.0649,withdrawal_count,-0.0608,daily_session_count,1.229445,daily_trade_count,0.736641,daily_unique_ips,0.658796,,0.79,0.1338727975462101,0.1274391955201407,0.1597373177073282,0.0452496847839366,0.1149115259648758
U0102,0,0.130054,0.0,0.006624,0.251253,0.096975,LOW,0,0,0,0,geo_impossible_login_count,-0.3455,sync_trade_count,-0.2273,multi_ip_day_count,-0.2177,daily_session_count,1.338734,daily_trade_count,0.930911,daily_login_count,0.742572,,0.5900000000000001,0.2519587617105717,0.2194213071144696,0.1843596206874046,0.052014609107608,0.1636423095902093
U0103,1,0.56209,0.0,0.528061,0.424069,0.492728,MEDIUM,1,1,1,1,volume_pop_zscore,-0.4643,moving_avg_volume_30d,-0.3235,rolling_30d_volume_zscore,-0.3189,daily_volume,42.579377,daily_pnl,33.348414,daily_trade_count,2.519164,,0.79,0.1028820372664101,0.2108439963187472,0.1940695835789105,0.0623202081266048,0.1424287160750145
U0104,1,0.262826,0.0,0.006624,0.303039,0.212174,LOW,1,0,0,0,min_session_duration,-0.3199,small_deposit_ratio,-0.2912,deposit_amount_cv,-0.281,daily_session_count,0.67953,daily_trade_count,0.499781,daily_pnl,0.386137,,0.8500000000000001,0.0551673757726491,0.678317948767128,0.200136791771796,0.0442914064221531,0.2225684512630781
U0105,1,0.196389,0.0,0.010556,0.276291,0.152301,LOW,0,1,0,0,trading_risk_score,-0.343,volume_spike_ratio,-0.3105,concept_drift_volume_ratio,-0.1271,daily_trade_count,0.613887,daily_session_count,0.58272,daily_login_count,0.517579,,0.76,0.1850399415278047,0.1301298095476022,0.4914701644072742,0.0530484574587301,0.2372427181825706
U0106,1,0.075863,0.0,0.006624,0.231888,0.054667,LOW,0,0,0,0,kyc_before_withdrawal_flag,-0.3834,total_withdrawals,-0.1312,deposit_to_withdrawal_mean_h,-0.0722,daily_withdrawal_amt,87.104135,daily_unique_ips,1.472545,daily_login_count,1.273982,,0.7,0.149218359038555,0.2718693549546082,0.1770380043667671,0.03800123091649,0.1495299962546413
U0107,0,0.173789,0.0,0.006624,0.267645,0.133117,LOW,0,1,0,0,total_deposits,-0.6564,deposit_amount_std,-0.2259,total_withdrawals,-0.1275,daily_deposit_amt,11.295065,daily_withdrawal_amt,9.055145,daily_session_count,1.277206,,0.5900000000000001,0.1257329941396883,0.1946431965559168,0.2116690001672597,0.0274951301245027,0.138733353567433
U0108,1,0.393967,0.054076,0.006624,0.354504,0.329574,LOW,1,1,0,1,deposit_withdrawal_ratio,-0.5556,concept_drift_trade_ratio,-0.2885,has_dep_with_cycle,-0.2654,daily_deposit_amt,3.369513,daily_login_count,1.612928,daily_session_count,1.267859,,0.36,0.1697773084705913,0.416059080795973,0.1944497947163632,0.0119242479531979,0.1794489949480128
U0109,1,0.307417,0.0,0.006624,0.321724,0.254467,LOW,1,1,0,0,unique_instruments,-0.6525,top_instrument_ratio,-0.4933,deposit_amount_cv,-0.3485,daily_login_count,1.25069,daily_unique_ips,0.598267,daily_trade_count,0.514198,,0.73,0.1645453975390345,0.6838431477403026,0.1480014701775583,0.0341551390886241,0.2222077184219711
U0110,0,0.586865,0.0,0.071971,0.448248,0.5506,HIGH,1,1,1,1,volume_pop_zscore,-0.6162,mean_volume,-0.3703,rolling_30d_volume_zscore,-0.3582,daily_pnl,7.133659,daily_volume,2.184437,daily_login_count,1.031099,"LLM summary error: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",0.76,0.0629885716384653,0.2242967387049699,0.1320039413473986,0.0276495878791843,0.1071617859103681
U0111,0,0.083412,0.0,0.006624,0.234522,0.060397,LOW,0,0,0,0,kyc_before_withdrawal_flag,-0.3723,news_window_trade_ratio,-0.109,std_session_duration,-0.0743,daily_session_count,0.490513,daily_login_count,0.486867,daily_deposit_amt,0.297821,,0.76,0.05797458090532,0.0882848743191918,0.157241956948668,0.0278047744550268,0.088063695569271
U0112,0,0.02437,0.0,0.006624,0.214476,0.016987,LOW,0,0,0,0,rolling_7d_trade_count_zscore,-0.1041,std_inter_login_hours,-0.0716,trade_hour_entropy,0.0614,daily_login_count,0.739756,daily_session_count,0.665643,daily_trade_count,0.343235,,0.73,0.0587547054389854,0.1964300756771752,0.2114508712295183,0.0237059096485666,0.1262809699084112
U0113,0,0.338308,0.0,0.006624,0.335016,0.284783,LOW,1,0,0,0,trade_hour_entropy,-0.4055,duration_pop_zscore,-0.3948,unique_instruments,-0.2972,daily_session_count,0.71846,daily_unique_ips,0.232585,daily_deposit_amt,0.102925,,0.18,0.0587547054389854,0.1841233613902281,0.2220723824858479,0.004210916560842,0.1216171826311876
U0114,0,0.330366,0.0,0.006624,0.331573,0.27691,LOW,1,0,0,0,trade_hour_entropy,-0.4086,pnl_sharpe,-0.3542,bonus_abuse_flag,-0.2463,daily_withdrawal_amt,1.699718,daily_deposit_amt,0.709412,daily_session_count,0.415231,,0.1999999999999999,0.0527110712815621,0.2119830414226475,0.1869428448869646,0.0076308459253093,0.1153386698020342
U0115,0,0.108415,0.0,0.006624,0.243394,0.079753,LOW,0,0,0,0,kyc_before_withdrawal_flag,-0.409,rolling_7d_deposit_zscore,-0.2781,account_modify_count,-0.0743,daily_login_count,1.025243,daily_session_count,0.800286,daily_deposit_amt,0.698291,,0.67,0.1313677461883444,0.1377111541838419,0.1706605912349292,0.0355576895856826,0.1172570296451377
U0116,1,0.20083,0.0,0.03521,0.277485,0.154957,LOW,0,1,1,0,concept_drift_volume_ratio,-0.2571,brute_force_max_burst,-0.1842,rolling_30d_volume_zscore,-0.1179,daily_session_count,1.375202,daily_deposit_amt,1.24789,daily_pnl,0.912909,,0.5,0.0196961286187834,0.2189061973130935,0.2173653019394064,0.0332377156332909,0.1287278727332717
U0117,0,0.206046,0.0,0.006624,0.280162,0.160916,LOW,0,1,0,0,min_inter_login_sec,-0.4137,mean_inter_login_hours,-0.2706,news_window_trade_ratio,-0.1409,daily_session_count,0.804845,daily_login_count,0.523814,daily_pnl,0.242117,,0.5,0.0813679570109109,0.1862455122583088,0.1619121276187375,0.0161671922906227,0.1094416657932614
U0118,0,0.071242,0.0,0.006624,0.230286,0.051186,LOW,0,0,0,0,device_sharing_score,-0.1254,max_lot_size,-0.1097,trade_hour_entropy,0.0522,daily_login_count,1.600821,daily_unique_ips,0.601305,daily_session_count,0.504613,,0.8200000000000001,0.1661975775184412,0.1884847857331909,0.1821439203362183,0.0435549174256124,0.1394604187361182
U0119,0,0.109036,0.0,0.006624,0.243617,0.080241,LOW,0,0,0,0,geo_impossible_login_count,-0.2827,multi_ip_day_count,-0.2425,rolling_7d_withdrawal_zscore,-0.2092,daily_session_count,0.874565,daily_login_count,0.484219,daily_trade_count,0.479504,,0.5,0.1956649195177173,0.16494123141894,0.1662043077343999,0.0343757505228022,0.1319039354078273
U0120,0,0.061004,0.0,0.02359,0.226438,0.042836,LOW,0,0,1,0,rolling_7d_withdrawal_zscore,-0.2881,login_count,-0.0743,withdrawal_count,-0.0713,daily_login_count,1.248108,daily_withdrawal_amt,1.020819,daily_session_count,0.889246,,0.54,0.0330193207200097,0.1460914364434933,0.2197539211681382,0.0298423562207088,0.1165348505262155
U0121,0,0.365465,0.0,0.006624,0.346923,0.312101,LOW,1,1,0,1,pnl_sharpe,-0.3998,win_rate,-0.3219,unique_instruments,-0.2969,daily_login_count,0.651127,daily_unique_ips,0.454303,daily_session_count,0.263497,,0.14,0.2233835685572379,0.145995757014426,0.2633445604297423,0.0004159646260578,0.155294458945256
U0122,1,0.453036,0.0,0.088052,0.384463,0.39922,MEDIUM,1,1,1,1,std_volume,-0.6303,max_volume,-0.5434,volume_pop_zscore,-0.5177,daily_volume,11.3147,daily_login_count,1.32695,daily_session_count,0.472214,,0.76,0.1376010914876353,0.142324479490639,0.3606610717116166,0.0262529086966024,0.1798371410367558
U0123,1,0.338244,0.0,0.014802,0.334789,0.284262,LOW,1,1,1,0,trading_risk_score,-0.3947,rolling_7d_trade_count_zscore,-0.3606,has_dep_with_cycle,-0.2937,daily_trade_count,0.766309,daily_session_count,0.706114,daily_unique_ips,0.572299,,0.5,0.1231861063162766,0.1812433791196143,0.5613985843290327,0.0231505882035324,0.2509946652799342
U0124,0,0.212159,0.0,0.006624,0.282574,0.166293,LOW,0,1,0,0,rolling_7d_withdrawal_zscore,-0.2028,rolling_30d_volume_zscore,-0.1695,moving_avg_volume_30d,-0.1597,daily_deposit_amt,5.313299,daily_withdrawal_amt,2.372708,daily_pnl,1.672583,,0.5,0.0772741161924325,0.1500590474806194,0.1731811110479593,0.0328756136229919,0.1103516986282524
U0125,0,0.134767,0.0,0.006624,0.252987,0.100784,LOW,0,0,0,0,small_deposit_ratio,-0.1548,unique_device_count,-0.0865,graph_component_size,-0.0692,daily_login_count,2.046586,daily_pnl,1.381933,daily_trade_count,0.615442,,0.76,0.0813679570109109,0.2094196982404651,0.1765300059336289,0.044513195787396,0.1272835916574567
U0126,0,0.16148,0.0,0.006624,0.262964,0.122765,LOW,0,0,0,0,trade_dow_gini,-0.1843,login_to_trade_mean_min,-0.173,bot_speed_ratio,-0.1673,daily_session_count,0.896972,daily_login_count,0.645807,daily_deposit_amt,0.270768,,0.48,0.0940450903291682,0.1917241233469927,0.158723737749755,0.014174383375099,0.1110581354825834
U0127,0,0.041952,0.0,0.006624,0.220312,0.029578,LOW,0,0,0,0,withdrawal_count,-0.0765,trade_hour_entropy,0.0547,rolling_data_coverage_days,0.0478,daily_session_count,1.77325,daily_unique_ips,0.715379,daily_login_count,0.692982,,0.6000000000000001,0.1298713326282268,0.1232815490782473,0.1826343818995806,0.0305982260572762,0.1166857795499327
U0128,0,0.055411,0.0,0.006624,0.224856,0.039409,LOW,0,0,0,0,offhours_login_count,-0.1284,offhours_login_ratio,-0.0654,graph_component_size,0.0626,daily_login_count,0.8653,daily_session_count,0.859915,daily_trade_count,0.702416,,0.5,0.2374399063338318,0.2098190969068577,0.1646208719590104,0.0303926284095129,0.1462378264734574
U0129,0,0.06002,0.0,0.006624,0.226428,0.042814,LOW,0,0,0,0,account_modify_count,-0.2035,bot_speed_pageview_count,-0.1044,graph_component_size,-0.0741,daily_session_count,0.962259,daily_login_count,0.39591,daily_trade_count,0.371492,,0.76,0.0704329406419544,0.0779477167149139,0.1498698277357799,0.0328742025992131,0.0872410750003076
U0130,1,0.456836,0.396402,0.006624,0.350252,0.319767,LOW,1,1,0,1,min_inter_login_sec,-0.2867,rolling_7d_pnl_zscore,-0.2802,delta_volume,-0.2471,daily_login_count,0.77094,daily_unique_ips,0.482534,daily_session_count,0.298142,,0.33,0.1274014945703156,0.2867903809106769,0.3711505115621455,0.0106633745064316,0.2052877597757729
U0131,0,0.356434,0.051449,0.006624,0.338172,0.292009,LOW,1,1,0,0,pnl_sharpe,-0.3294,login_to_trade_mean_min,-0.2587,unique_instruments,-0.2195,daily_login_count,0.472642,daily_unique_ips,0.407519,daily_session_count,0.227062,,0.46,0.1369471765221832,0.1455974342584709,0.0713409199252303,0.0194236146655558,0.0818594144131803
U0132,0,0.098086,0.0,0.006624,0.239702,0.071686,LOW,0,0,0,0,lot_pop_zscore,-0.1566,rolling_7d_withdrawal_zscore,-0.1518,max_lot_size,-0.1044,daily_trade_count,0.953971,daily_session_count,0.891007,daily_login_count,0.678638,,0.76,0.1777922897889953,0.1682321888578669,0.1817454424230786,0.0436855340495696,0.1374008198130211
U0133,1,0.587711,0.034737,0.009236,0.446811,0.547145,HIGH,1,1,0,1,bot_speed_ratio,-0.7845,bot_speed_pageview_count,-0.3837,min_inter_login_sec,-0.349,daily_session_count,0.898547,daily_login_count,0.563721,daily_unique_ips,0.464235,"LLM summary error: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}",0.22,0.1582362085308772,0.1534900040508542,0.2222445155321954,0.002536801210695,0.1324020990689035
U0134,0,0.115261,0.0,0.006624,0.245862,0.085154,LOW,0,0,0,0,kyc_before_withdrawal_flag,-0.3941,total_withdrawals,-0.173,deposit_amount_std,-0.117,daily_withdrawal_amt,0.958683,daily_login_count,0.592652,daily_session_count,0.53813,,0.76,0.0771361604388429,0.1423164011442991,0.2034568594040237,0.0337018643370394,0.1191496830115487
U0135,0,0.092678,0.0,0.006624,0.237784,0.067503,LOW,0,0,0,0,bot_speed_pageview_count,-0.0966,trade_hour_entropy,-0.0884,rolling_7d_login_count_zscore,-0.0756,daily_login_count,0.821554,daily_session_count,0.478928,daily_unique_ips,0.351195,,0.73,0.1008541191827823,0.1873915574094082,0.172464500217435,0.0233955364968817,0.1187086615527217
U0136,1,0.126366,0.0,0.006624,0.249902,0.094009,LOW,0,1,0,0,min_session_duration,-0.3292,concept_drift_volume_ratio,-0.1728,portal_hour_entropy,-0.142,daily_session_count,0.514704,daily_trade_count,0.413236,daily_unique_ips,0.186435,,0.73,0.0438780651972879,0.1471649749404784,0.20448417603167,0.032706731047428,0.1143858072807566
U0137,0,0.101542,0.0,0.006624,0.240933,0.074374,LOW,0,1,0,0,sync_trade_count,-0.1763,trades_per_day,-0.1205,bot_speed_pageview_count,-0.0932,daily_trade_count,0.937995,daily_login_count,0.893198,daily_session_count,0.833325,,0.5,0.0448286311192751,0.1672860214079846,0.1773283981134313,0.0433248430630494,0.1125975086632472
U0138,0,0.135873,0.0,0.006624,0.253395,0.101681,LOW,0,1,0,0,deposit_withdrawal_ratio,-0.4045,has_dep_with_cycle,-0.3305,mean_session_duration,-0.2945,daily_login_count,0.525682,daily_session_count,0.48913,daily_unique_ips,0.367446,,0.64,0.1130721149236374,0.1248298790910061,0.1482409257081262,0.0311484516275375,0.102773370741382
U0139,1,0.200094,0.0,0.036747,0.277163,0.154241,LOW,0,1,1,0,deposit_withdrawal_ratio,-0.3499,trading_risk_score,-0.3335,volume_spike_ratio,-0.3171,daily_login_count,1.954008,daily_trade_count,1.686795,daily_deposit_amt,0.971792,,0.54,0.1321854119859968,0.1940507706672675,0.5064495904330337,0.0333599186064708,0.2397761581116015
U0140,0,0.081572,0.0,0.006624,0.233879,0.058996,LOW,0,0,0,0,geo_impossible_login_count,-0.3989,small_deposit_ratio,-0.1155,unique_instruments,0.0492,daily_session_count,1.312246,daily_login_count,0.799026,daily_unique_ips,0.523758,,0.73,0.1878247530520272,0.2181198297173613,0.1867066278782074,0.022774790193512,0.1443724788624771
U0141,0,0.297547,0.0,0.006624,0.317536,0.244954,LOW,1,1,0,0,moving_avg_volume_30d,-0.267,rolling_30d_volume_zscore,-0.2432,std_volume_7d,-0.1992,daily_pnl,2.763603,daily_volume,1.638105,daily_login_count,1.311748,,0.5,0.0329538395054272,0.1343084535239909,0.1440017853299209,0.0328756136229919,0.0898514288943896
U0142,0,0.139216,0.0,0.006624,0.254632,0.104399,LOW,0,0,0,0,kyc_before_withdrawal_flag,-0.359,min_session_duration,-0.1302,sync_trade_count,-0.0827,daily_login_count,1.335395,daily_trade_count,0.997996,daily_deposit_amt,0.670143,,0.56,0.1485608197153914,0.0846579375590191,0.1659454789380141,0.0403045062207842,0.1096622020074034
U0143,1,0.517375,0.050969,0.048074,0.410533,0.460589,MEDIUM,1,1,1,1,max_users_per_shared_ip,-0.4984,ip_hub_score,-0.4495,graph_betweenness,-0.3757,daily_deposit_amt,2.216349,daily_session_count,1.892059,daily_withdrawal_amt,1.714525,,0.5700000000000001,0.1523979552102444,0.2164555924161079,0.1705173473129723,0.9440898395153694,0.4061665223654267
U0144,0,0.182815,0.0,0.006624,0.271112,0.140799,LOW,0,1,0,0,deposit_count,-0.1331,rolling_7d_trade_count_zscore,-0.1158,min_inter_login_sec,-0.109,daily_session_count,3.861493,daily_pnl,1.667707,daily_volume,0.953257,,0.68,0.0476529743744773,0.1677042134839433,0.2350687949876042,0.0316398524751005,0.1289525639707481
U0145,1,0.333858,0.0,0.006624,0.333085,0.280365,LOW,1,1,0,0,ip_hub_score,-0.4918,max_users_per_shared_ip,-0.4877,network_risk_score,-0.3287,daily_pnl,4.401325,daily_session_count,3.02063,daily_login_count,0.734168,,0.73,0.1466779228967223,0.1011602962221216,0.1961133879734937,0.9570361526599886,0.3949303198386465
U0146,0,0.065026,0.0,0.006624,0.228143,0.046534,LOW,0,0,0,0,rolling_7d_login_count_zscore,-0.0971,withdrawal_count,-0.0857,graph_component_size,-0.0759,daily_session_count,0.617095,daily_trade_count,0.587271,daily_login_count,0.517435,,0.73,0.0532959056842018,0.1767578646793318,0.1867369560513799,0.0319307981682158,0.1156764200447281
U0147,1,0.225535,0.0,0.006624,0.287895,0.178178,LOW,0,0,0,0,deposit_to_withdrawal_min_h,-0.3173,rolling_7d_trade_count_zscore,-0.2754,device_sharing_score,-0.1631,daily_login_count,1.089002,daily_trade_count,0.811702,daily_session_count,0.730534,,0.8200000000000001,0.2012145092578733,0.2230812615294777,0.1863007031227217,0.0430893576980851,0.1535647201077933
U0148,1,0.429716,0.420315,0.006624,0.336101,0.287266,LOW,1,1,0,0,has_dep_with_cycle,-0.28,delta_volume,-0.2296,rolling_std_login,-0.2115,daily_login_count,1.85805,daily_session_count,0.827606,daily_deposit_amt,0.397367,,0.42,0.0477243722939933,0.1585619030907798,0.3252358346468415,0.0154734761549292,0.152436508922135
U0149,0,0.140117,0.0,0.006624,0.254965,0.105133,LOW,0,0,0,0,geo_impossible_login_count,-0.3026,rolling_7d_trade_count_zscore,-0.254,sync_trade_count,-0.1023,daily_withdrawal_amt,5.871929,daily_deposit_amt,1.599803,daily_session_count,1.079424,,0.56,0.1838870917504429,0.1585102782422157,0.1961331325262561,0.0415977276861378,0.1407266117582463
