user_id,country,registered_at,kyc_verified,typical_deposit_amt,typical_trade_volume,typical_lot_size,typical_session_duration,trades_per_day,preferred_instrument,ips,devices,fingerprint,is_anomalous,anomaly_labels
U0110,IQ,2023-10-30,True,866.63,192580.55,2.35,66.43,1.0,XAU/USD,131.237.70.174|93.56.207.144,device_484|device_743,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC-5'}",False,
U0111,DZ,2023-10-01,True,2020.12,4057.89,0.49,19.95,1.0,XAU/USD,98.245.176.58,device_188|device_435,"{'browser': 'Opera', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0112,PS,2023-03-28,True,301.59,23397.87,0.45,15.45,1.0,XAU/USD,81.194.50.193,device_425|device_443|device_478,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC+0'}",False,
U0113,GD,2023-02-22,True,735.99,1201.57,1.53,36.83,0.1,USD/JPY,131.24.14.141,device_514|device_358|device_226,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0114,LY,2023-04-03,True,3611.83,5080.01,0.18,15.11,0.1,EUR/USD,60.37.161.109,device_108|device_260,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC+1'}",False,
U0115,NL,2022-08-02,True,2354.86,674.6,0.28,13.46,2.0,AUD/USD,174.165.215.180|69.49.251.140|186.72.75.11,device_224|device_926|device_1032,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC+8'}",False,
U0116,GQ,2023-01-28,True,2084.58,21418.54,0.66,43.35,3.0,EUR/USD,217.190.13.154,device_823|device_874,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",False,
U0117,MG,2023-09-11,True,1916.01,33911.88,0.8,28.68,1.0,USD/JPY,58.162.8.25,device_564,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC-5'}",False,
U0118,SI,2022-11-07,True,1131.86,500.0,2.53,29.52,2.0,USD/CHF,73.254.242.73|130.139.71.102,device_882|device_204|device_235,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC-8'}",False,
U0119,TR,2023-04-13,True,1154.1,19773.03,1.18,19.54,3.0,USD/CAD,52.92.228.203|101.113.50.107,device_195|device_641,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC-5'}",False,
U0120,EC,2023-06-29,True,1330.22,596.97,1.33,20.1,2.0,USD/CAD,104.61.17.217,device_175,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0121,BN,2023-07-22,True,1328.9,31904.47,0.53,33.25,0.1,AUD/USD,59.187.26.65|165.56.162.130|37.122.127.117,device_842,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC+5:30'}",False,
U0122,CY,2022-03-28,True,949.43,18971.5,0.05,19.46,1.0,GBP/USD,168.138.25.16|119.246.177.160|130.55.156.241,device_436|device_317|device_988,"{'browser': 'Firefox', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC+8'}",True,volume_spike
U0123,BF,2022-11-21,True,2238.36,2229.67,2.07,51.28,2.0,USD/CHF,169.243.203.202|176.253.43.81|90.5.200.153,device_879,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC+8'}",True,volume_spike
U0124,FI,2023-11-06,True,4635.96,59112.8,3.61,11.31,3.0,USD/CHF,31.84.88.112,device_560,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC+0'}",False,
U0125,NL,2023-05-31,True,276.8,30508.75,2.82,32.54,3.0,NZD/USD,169.62.109.184,device_63,"{'browser': 'Chrome', 'os': 'iOS', 'screen_res': '2560x1440', 'timezone': 'UTC-6'}",False,
U0126,NO,2022-09-29,True,1812.44,500.0,1.11,40.64,0.1,USD/JPY,32.46.172.15|158.206.27.127,device_665|device_1163,"{'browser': 'Opera', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC+2'}",False,
U0127,RS,2023-06-24,True,1656.52,5504.34,0.42,14.99,2.0,EUR/USD,110.100.207.117|194.253.159.13|119.204.188.186,device_558,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+9'}",False,
U0128,BS,2022-09-06,True,1079.53,6020.12,0.59,2.39,3.0,XAU/USD,26.199.147.17|170.18.23.67|97.65.44.225,device_707,"{'browser': 'Edge', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC+9'}",False,
U0129,VA,2022-07-22,True,378.54,2496.7,0.89,25.94,2.0,USD/CHF,144.83.241.134,device_810,"{'browser': 'Opera', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC+3'}",False,
U0130,FR,2023-01-28,True,306.68,3682.95,0.36,26.67,0.1,USD/JPY,31.196.96.97|98.89.226.21,device_672|device_246,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+2'}",True,kyc_before_withdrawal
U0131,NP,2023-07-23,True,364.39,8897.03,0.71,17.16,0.1,XAU/USD,66.167.134.71|110.155.34.64|160.146.21.15,device_726|device_148|device_814,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC-8'}",False,
U0132,BE,2023-09-14,True,2058.72,11315.35,3.54,32.85,3.0,NZD/USD,119.106.131.221|111.113.65.52|8.243.56.96,device_856|device_593,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0133,JO,2023-06-10,True,1243.87,23568.57,2.02,33.75,0.1,USD/CAD,109.76.36.210|141.22.195.85|96.137.32.191,device_181|device_895,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+9'}",True,bot_session
U0134,FR,2022-10-18,True,12097.54,527.82,0.48,18.36,2.0,NZD/USD,145.90.203.245|75.254.199.79,device_696|device_454|device_683,"{'browser': 'Firefox', 'os': 'Windows', 'screen_res': '3840x2160', 'timezone': 'UTC+1'}",False,
U0135,RO,2022-06-07,True,2165.82,7001.94,2.29,41.71,1.0,AUD/USD,108.232.202.68|72.177.221.152,device_303|device_484|device_211,"{'browser': 'Firefox', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC+2'}",False,
U0136,NI,2022-03-26,True,631.13,500.0,1.13,50.43,2.0,GBP/USD,119.80.61.52,device_1012|device_951|device_1155,"{'browser': 'Opera', 'os': 'Android', 'screen_res': '3840x2160', 'timezone': 'UTC+9'}",False,
U0137,SV,2023-01-06,True,970.87,4407.38,1.14,49.23,4.0,AUD/USD,15.168.75.132,device_140|device_961,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC+9'}",False,
U0138,EC,2023-10-06,True,2645.32,2106.75,1.1,58.69,2.0,GBP/USD,19.8.39.1|2.185.82.158,device_926|device_78,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",False,
U0139,AU,2022-02-10,True,2577.87,2439.23,0.91,52.7,2.0,GBP/USD,93.239.109.107|11.192.184.213|116.29.52.224,device_1039|device_788|device_948,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC-8'}",True,collusion_ring
U0140,CH,2022-04-26,True,307.62,4759.71,1.24,43.03,1.0,AUD/USD,72.120.28.13|23.33.19.60|213.223.20.78,device_1027|device_309,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0141,HR,2023-09-07,True,278.57,89881.78,0.13,21.48,3.0,USD/JPY,27.178.203.53,device_897,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC+9'}",False,
U0142,TH,2023-06-23,True,2239.07,14654.63,0.17,44.02,4.0,USD/CHF,183.79.180.217|57.118.183.243,device_693|device_108,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",False,
U0143,BF,2022-05-10,True,4208.03,1022.45,0.87,25.35,0.1,USD/CHF,18.177.250.208|214.111.38.235,device_308|device_683|device_167,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC+5:30'}",True,ip_hub
U0144,TH,2022-01-30,True,949.55,52833.42,0.29,16.93,2.0,NZD/USD,185.95.107.254,device_174|device_635|device_1145,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC+8'}",False,
U0145,NO,2023-08-29,True,1107.9,65870.62,1.97,32.61,2.0,NZD/USD,18.177.250.208|23.95.56.104,device_38|device_743,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '2560x1440', 'timezone': 'UTC-5'}",True,ip_hub
U0146,RW,2022-07-23,True,390.6,12932.27,1.61,31.2,2.0,USD/JPY,4.165.26.65,device_606,"{'browser': 'Chrome', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC+8'}",False,
U0147,KM,2023-10-25,True,536.04,26249.75,1.07,32.99,2.0,USD/JPY,42.147.209.94|40.111.198.40|149.223.92.129,device_316|device_333,"{'browser': 'Firefox', 'os': 'iOS', 'screen_res': '2560x1440', 'timezone': 'UTC-8'}",True,ip_hopper
U0148,LR,2023-10-19,True,1362.84,13079.75,1.38,11.11,0.1,XAU/USD,180.66.99.122|181.135.241.91,device_584|device_920|device_480,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC-8'}",True,volume_spike
U0149,BW,2023-05-18,True,6596.13,12218.02,0.88,32.25,4.0,USD/CAD,131.181.27.32|12.214.97.170,device_783|device_1030,"{'browser': 'Opera', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",False,
U0150,JM,2022-03-23,True,3468.97,18321.66,1.52,56.08,1.0,USD/CHF,9.249.111.223,device_985|device_761|device_1136,"{'browser': 'Chrome', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC+5:30'}",False,
U0151,IN,2023-09-08,True,822.59,3654.11,0.21,6.43,1.0,USD/CHF,9.9.89.164|161.164.129.113,device_302|device_896|device_188,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '1366x768', 'timezone': 'UTC+0'}",True,kyc_before_withdrawal
U0152,KE,2022-10-04,False,264.42,647.01,0.5,50.39,3.0,AUD/USD,38.52.231.101,device_168|device_768,"{'browser': 'Firefox', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",False,
U0153,EG,2022-02-05,True,5927.61,500.0,0.25,7.24,6.0,USD/JPY,40.225.16.4,device_588,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC-8'}",False,
U0154,AT,2022-03-12,False,2527.08,2515.15,1.2,14.83,1.0,GBP/USD,126.71.248.252,device_442|device_307,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '3840x2160', 'timezone': 'UTC-6'}",False,
U0155,PT,2023-08-11,True,805.33,3393.9,1.1,59.15,2.0,XAU/USD,111.172.225.245|84.50.120.133,device_98,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '3840x2160', 'timezone': 'UTC-8'}",False,
U0156,DE,2023-09-29,True,946.06,13304.29,0.8,74.16,3.0,USD/CAD,54.44.192.246|14.183.176.78|26.242.24.15,device_34|device_1056|device_1178,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC-6'}",False,
U0157,GM,2023-12-01,True,1400.4,22303.34,0.52,27.14,3.0,XAU/USD,14.11.166.139|148.63.198.231|131.187.165.141,device_384|device_176,"{'browser': 'Opera', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC+8'}",False,
U0158,PE,2022-05-24,True,1899.98,5128.74,0.2,21.43,3.0,EUR/USD,103.30.127.202|31.163.51.17,device_90|device_793,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0159,NP,2023-09-24,True,2506.18,12656.6,1.16,14.49,1.0,GBP/USD,135.22.230.186|90.17.147.175|221.156.179.207,device_681|device_274|device_91,"{'browser': 'Safari', 'os': 'iOS', 'screen_res': '1366x768', 'timezone': 'UTC+2'}",False,
U0160,KG,2022-08-14,True,742.84,862.29,1.38,54.18,1.0,USD/CAD,81.99.228.191|64.19.124.8|168.224.36.23,device_277,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC+5:30'}",False,
U0161,SO,2023-05-10,False,6540.29,9766.24,1.23,25.96,2.0,XAU/USD,64.123.119.111,device_636|device_1056,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '1280x720', 'timezone': 'UTC+5:30'}",True,bot_session
U0162,RO,2023-10-26,True,2050.59,2922.64,3.17,17.02,1.0,XAU/USD,133.128.254.12|123.206.33.137,device_98|device_680,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC-6'}",False,
U0163,BY,2022-10-19,True,359.16,7527.21,1.15,7.06,2.0,NZD/USD,75.79.251.29|223.107.1.169,device_1017,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC+5:30'}",True,kyc_before_withdrawal
U0164,BS,2023-09-09,True,2355.48,16087.25,3.83,27.74,1.0,GBP/USD,63.149.212.71|81.142.22.71,device_370|device_1118|device_602,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0165,PK,2022-01-25,True,518.54,1990.73,0.34,27.46,4.0,USD/CAD,22.12.153.28|104.198.135.186|35.183.212.154,device_873|device_342|device_910,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0166,IN,2022-03-13,True,329.79,212029.67,0.69,53.85,1.0,USD/CHF,92.71.199.62|65.92.11.86|140.217.194.247,device_154,"{'browser': 'Edge', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC+2'}",False,
U0167,ES,2023-11-01,True,1281.63,17787.62,1.05,23.4,0.1,USD/CAD,49.202.156.27,device_138,"{'browser': 'Firefox', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC-6'}",False,
U0168,PH,2022-05-01,False,337.76,4222.97,0.36,27.57,2.0,USD/JPY,102.64.176.113|98.64.194.53|132.43.134.123,device_760|device_762,"{'browser': 'Edge', 'os': 'Windows', 'screen_res': '3840x2160', 'timezone': 'UTC+2'}",False,
U0169,BB,2022-06-08,True,2389.64,7439.72,0.93,43.8,2.0,AUD/USD,66.165.184.203|145.164.129.75|179.192.6.110,device_512|device_233,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+8'}",False,
U0170,MT,2022-11-01,True,676.92,33263.45,2.35,37.39,0.1,GBP/USD,98.120.83.250|33.99.34.124,device_914|device_440,"{'browser': 'Opera', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC+3'}",False,
U0171,GQ,2023-07-30,True,2120.81,4977.54,1.48,13.14,2.0,GBP/USD,86.62.185.128|157.161.207.234,device_912,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",True,ip_hub
U0172,TM,2022-05-18,True,16504.12,18519.91,0.7,2.04,1.0,USD/CHF,211.190.248.47,device_357|device_741|device_1042,"{'browser': 'Firefox', 'os': 'Windows', 'screen_res': '2560x1440', 'timezone': 'UTC+2'}",False,
U0173,CZ,2023-04-04,True,1176.56,500.0,1.44,26.97,2.0,EUR/USD,164.17.68.161|212.119.181.9,device_1173|device_756|device_958,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC+1'}",False,
U0174,KE,2023-09-26,True,289.84,10661.58,1.55,22.41,1.0,USD/CAD,7.133.145.114|169.216.209.205|213.19.7.10,device_839|device_1178,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC+1'}",False,
U0175,DZ,2022-08-29,True,5652.19,14014.78,0.5,21.01,4.0,AUD/USD,65.123.85.94,device_373|device_265|device_887,"{'browser': 'Opera', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC+8'}",True,structuring
U0176,KG,2023-06-29,True,1899.75,5420.4,4.64,23.8,2.0,USD/JPY,204.55.47.151|28.46.119.82,device_462|device_709|device_1063,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '1366x768', 'timezone': 'UTC+3'}",False,
U0177,MZ,2022-02-20,True,3256.17,16278.93,0.52,1.83,1.0,USD/CHF,199.245.251.25,device_621|device_1093|device_192,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC+9'}",False,
U0178,SO,2023-06-28,True,215.55,500.0,1.1,25.73,3.0,AUD/USD,174.163.125.100|71.174.228.161|136.55.207.26,device_59,"{'browser': 'Chrome', 'os': 'Windows', 'screen_res': '3840x2160', 'timezone': 'UTC+5:30'}",False,
U0179,IT,2022-02-04,True,2073.97,6763.14,0.6,13.29,2.0,NZD/USD,130.215.52.169|169.160.198.164|56.162.224.168,device_63|device_1020|device_1118,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '1280x720', 'timezone': 'UTC+3'}",False,
U0180,CI,2022-10-13,True,1500.24,69354.39,1.12,51.85,2.0,GBP/USD,18.177.250.208|139.53.200.65,device_324,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC-8'}",True,ip_hub
U0181,ES,2023-05-08,True,319.61,39442.24,4.31,16.7,2.0,USD/JPY,184.140.245.98|133.17.150.72,device_654|device_708|device_817,"{'browser': 'Firefox', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC+8'}",False,
U0182,BB,2023-08-16,True,295.77,16530.9,0.99,22.16,1.0,USD/CAD,37.181.56.38,device_921|device_508,"{'browser': 'Firefox', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC+5:30'}",True,brute_force_login
U0183,YE,2022-11-04,True,1210.81,628.85,0.4,56.35,2.0,NZD/USD,80.4.229.113,device_671,"{'browser': 'Opera', 'os': 'Linux', 'screen_res': '2560x1440', 'timezone': 'UTC+2'}",False,
U0184,LA,2022-07-10,True,4041.11,2798.82,1.7,47.86,1.0,USD/CAD,215.18.251.48|144.160.153.88,device_1019|device_48,"{'browser': 'Chrome', 'os': 'Android', 'screen_res': '3840x2160', 'timezone': 'UTC-8'}",False,
U0185,TO,2023-03-31,True,477.0,1118.13,2.62,37.11,0.1,AUD/USD,62.125.12.130,device_577,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '1280x720', 'timezone': 'UTC+5:30'}",False,
U0186,RS,2022-06-01,False,5438.08,17263.88,3.51,13.65,2.0,GBP/USD,165.234.202.198|88.202.56.79,device_542,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '1366x768', 'timezone': 'UTC+0'}",False,
U0187,GQ,2022-10-18,False,1628.04,5539.84,0.27,22.28,3.0,XAU/USD,43.213.105.237|164.92.31.187,device_592|device_151|device_792,"{'browser': 'Opera', 'os': 'Android', 'screen_res': '3840x2160', 'timezone': 'UTC+5:30'}",False,
U0188,BB,2022-03-04,True,808.76,27488.93,0.8,31.32,4.0,GBP/USD,35.38.109.181,device_807,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC-5'}",False,
U0189,HR,2023-07-08,True,1570.11,54922.2,0.96,24.37,2.0,NZD/USD,1.218.171.136|113.192.137.107|50.225.129.175,device_93,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '1366x768', 'timezone': 'UTC-8'}",False,
U0190,DK,2022-06-19,True,997.76,26620.69,1.23,69.15,2.0,USD/JPY,84.171.171.128|37.182.69.1,device_653|device_333|device_805,"{'browser': 'Opera', 'os': 'Linux', 'screen_res': '3840x2160', 'timezone': 'UTC-5'}",False,
U0191,UY,2022-07-01,True,1574.22,18231.39,1.95,21.82,2.0,USD/CAD,98.216.243.157|11.31.0.201|186.14.126.117,device_614|device_973|device_35,"{'browser': 'Safari', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC-6'}",False,
U0192,SO,2022-04-14,True,1073.22,4949.97,0.52,37.84,1.0,EUR/USD,11.162.216.115|158.67.24.227|56.228.189.159,device_544|device_1185,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+9'}",False,
U0193,IT,2022-07-29,True,4089.98,8497.83,0.5,14.45,1.0,NZD/USD,213.62.221.65,device_497|device_65|device_1173,"{'browser': 'Chrome', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC-8'}",False,
U0194,EG,2023-01-15,True,2237.49,1405.43,1.71,19.95,4.0,NZD/USD,80.80.227.7|69.147.226.45|163.9.45.196,device_841,"{'browser': 'Opera', 'os': 'iOS', 'screen_res': '1280x720', 'timezone': 'UTC+0'}",False,
U0195,TH,2023-07-14,True,6968.82,500.0,0.42,52.53,3.0,AUD/USD,178.202.41.213|176.104.10.68|119.100.150.162,device_1077|device_772,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1280x720', 'timezone': 'UTC+8'}",True,kyc_before_withdrawal
U0196,MK,2022-12-17,True,583.88,9287.78,3.64,75.59,3.0,USD/CHF,59.39.76.39|85.133.33.108|211.208.79.80,device_394|device_505,"{'browser': 'Safari', 'os': 'iOS', 'screen_res': '1366x768', 'timezone': 'UTC+3'}",False,
U0197,VN,2023-02-01,True,3742.44,14705.53,0.48,1.34,2.0,XAU/USD,109.88.54.81|29.102.186.123|113.15.14.131,device_1002|device_650|device_983,"{'browser': 'Safari', 'os': 'iOS', 'screen_res': '1366x768', 'timezone': 'UTC+5:30'}",False,
U0198,BI,2023-07-31,True,2646.6,2227.73,1.59,11.78,1.0,NZD/USD,93.124.84.237|50.206.175.50,device_300|device_595,"{'browser': 'Chrome', 'os': 'Linux', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0199,ZM,2022-09-06,True,8429.58,5107.44,0.65,50.36,1.0,USD/CAD,175.87.252.232,device_1104,"{'browser': 'Safari', 'os': 'iOS', 'screen_res': '1366x768', 'timezone': 'UTC+2'}",False,
U0200,FI,2023-08-13,True,1280.46,3268.76,0.59,6.78,2.0,XAU/USD,86.105.146.89,device_1088,"{'browser': 'Firefox', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+1'}",True,collusion_ring
U0201,GA,2022-10-05,True,322.93,716.9,0.89,23.26,1.0,USD/CAD,143.21.219.51,device_282|device_11|device_1128,"{'browser': 'Firefox', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC-8'}",False,
U0202,MH,2022-02-04,True,1693.99,12178.76,0.52,12.29,2.0,USD/CHF,130.85.22.124|120.35.96.148,device_122|device_184,"{'browser': 'Opera', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC+0'}",False,
U0203,BS,2023-06-06,True,410.88,18098.95,2.91,21.5,0.1,USD/JPY,91.119.50.32,device_1015|device_382,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '1920x1080', 'timezone': 'UTC+5:30'}",False,
U0204,LY,2022-04-30,True,1226.36,5130.02,0.26,30.61,1.0,AUD/USD,2.41.146.18|98.218.81.80,device_1113|device_1074,"{'browser': 'Edge', 'os': 'MacOS', 'screen_res': '3840x2160', 'timezone': 'UTC-8'}",False,
U0205,NP,2023-02-26,True,1207.21,5277.7,1.93,12.91,1.0,GBP/USD,39.105.170.219|95.45.73.178,device_940,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC-5'}",False,
U0206,PK,2023-02-03,True,253.03,94352.11,4.96,14.18,1.0,XAU/USD,103.229.3.108,device_831|device_876|device_1056,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",False,
U0207,MU,2023-05-27,True,775.27,28133.16,2.12,107.11,1.0,USD/CAD,31.211.179.94|150.44.151.238,device_14,"{'browser': 'Safari', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC-8'}",False,
U0208,GW,2023-03-04,True,1664.75,727.58,3.54,9.43,3.0,USD/CHF,145.40.249.138|132.255.56.69|23.232.221.124,device_1174|device_24|device_536,"{'browser': 'Safari', 'os': 'MacOS', 'screen_res': '1920x1080', 'timezone': 'UTC+1'}",True,device_mismatch
U0209,PS,2022-08-13,True,1028.87,11918.99,0.44,27.32,1.0,NZD/USD,18.177.250.208|56.206.62.247,device_637|device_241|device_605,"{'browser': 'Safari', 'os': 'iOS', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",True,ip_hub
U0210,PT,2023-07-19,True,549.31,2712.96,1.56,52.4,4.0,USD/CAD,187.67.125.21|78.241.126.152|29.16.204.28,device_766|device_852|device_1125,"{'browser': 'Edge', 'os': 'iOS', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",False,
U0211,MR,2022-01-05,True,470.97,5935.27,1.92,24.65,0.1,GBP/USD,178.33.180.186|93.231.202.252|131.138.77.122,device_1082|device_741,"{'browser': 'Chrome', 'os': 'iOS', 'screen_res': '1920x1080', 'timezone': 'UTC+0'}",False,
U0212,EE,2022-05-21,True,3436.56,4570.08,1.44,5.22,3.0,XAU/USD,217.224.180.109|89.108.19.144|157.87.137.228,device_307|device_337|device_672,"{'browser': 'Opera', 'os': 'Android', 'screen_res': '1920x1080', 'timezone': 'UTC+3'}",False,
U0213,MN,2022-04-14,True,1367.47,44035.65,0.23,28.14,3.0,USD/CAD,79.2.103.9,device_271|device_1052,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '3840x2160', 'timezone': 'UTC+0'}",False,
U0214,GB,2022-05-09,True,601.15,37187.27,0.55,22.63,0.1,USD/CHF,17.191.79.212|129.150.201.74|92.138.231.127,device_811,"{'browser': 'Safari', 'os': 'Windows', 'screen_res': '2560x1440', 'timezone': 'UTC+9'}",False,
U0215,AD,2023-09-19,False,305.05,34268.03,0.95,59.77,3.0,AUD/USD,28.160.4.182|12.187.174.155|145.230.151.249,device_1109,"{'browser': 'Chrome', 'os': 'Windows', 'screen_res': '1280x720', 'timezone': 'UTC+0'}",False,
U0216,TH,2023-02-12,True,892.6,1550.1,2.07,53.12,1.0,USD/JPY,18.177.250.208|174.93.74.58,device_861|device_767|device_784,"{'browser': 'Edge', 'os': 'Android', 'screen_res': '1280x720', 'timezone': 'UTC+1'}",True,ip_hub
U0217,ME,2022-01-02,True,18930.32,16141.63,1.26,21.12,2.0,USD/JPY,199.41.226.90|200.168.53.156|197.132.104.5,device_243|device_366,"{'browser': 'Opera', 'os': 'Android', 'screen_res': '3840x2160', 'timezone': 'UTC+2'}",False,
U0218,AR,2023-04-18,True,914.21,4184.06,2.58,18.15,2.0,EUR/USD,18.177.250.208|179.173.224.202,device_1116|device_869,"{'browser': 'Opera', 'os': 'Android', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",True,ip_hub
U0219,AT,2022-08-18,True,3268.08,2468.92,0.63,12.87,3.0,USD/CHF,77.10.8.235,device_232|device_66|device_859,"{'browser': 'Opera', 'os': 'Windows', 'screen_res': '2560x1440', 'timezone': 'UTC+3'}",False,
